alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
ponchos-tlayudas-los-angeles-3,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 34.0051214, 'longitude': -118.2736935}",,7663.889815578853,ZUNMqx1epYDDcx9p1SF4gQ,https://s3-media2.fl.yelpcdn.com/bphoto/hGwt-IkwlaB2euyLIPVP6A/o.jpg,False,"{'address1': '4318 S Main St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90037', 'country': 'US', 'state': 'CA', 'display_address': ['4318 S Main St', 'Los Angeles, CA 90037']}",Poncho's Tlayudas,,,5.0,12,[],https://www.yelp.com/biz/ponchos-tlayudas-los-angeles-3?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
lokal-sandwich-shop-los-angeles,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.02908, 'longitude': -118.41166}",(310) 836-5333,9068.8898852347,8MWrkPQwnHUTnRxhBWa6_Q,https://s3-media1.fl.yelpcdn.com/bphoto/nHFa_crOt1Sv0oGDiaMf7A/o.jpg,False,"{'address1': '10433 National Blvd', 'address2': '1A', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10433 National Blvd', '1A', 'Los Angeles, CA 90034']}",Lokal Sandwich Shop,+13108365333,$,4.5,99,"['pickup', 'delivery']",https://www.yelp.com/biz/lokal-sandwich-shop-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
hope-and-fire-beverly-hills,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 34.0645, 'longitude': -118.37562}",(323) 452-9052,5010.030797771547,sZ8T1dkHIZwFDeeo6yJPBw,https://s3-media3.fl.yelpcdn.com/bphoto/y26N0kprhdS1KHYZc9uiQQ/o.jpg,False,"{'address1': '8484 Wilshire Blvd', 'address2': None, 'address3': '', 'city': 'Beverly Hills', 'zip_code': '90211', 'country': 'US', 'state': 'CA', 'display_address': ['8484 Wilshire Blvd', 'Beverly Hills, CA 90211']}",Hope & Fire,+13234529052,,4.5,20,"['pickup', 'delivery']",https://www.yelp.com/biz/hope-and-fire-beverly-hills?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
mauros-cafe-los-angeles-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 34.0834770202637, 'longitude': -118.366485595703}",(323) 653-2874,4814.803414076274,6IJQg_88VaB30Bl-DbbTEQ,https://s3-media2.fl.yelpcdn.com/bphoto/sb9BQzw5io6cmkBPEetD-g/o.jpg,False,"{'address1': '8112 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['8112 Melrose Ave', 'Los Angeles, CA 90046']}",Mauro's Cafe,+13236532874,$$,4.0,158,[],https://www.yelp.com/biz/mauros-cafe-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
chiquis-taco-truck-los-angeles,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 34.0908937443473, 'longitude': -118.326503147299}",(323) 907-8108,3292.4532026432244,aeM5mRLhG9Q1y6zARDlCKA,https://s3-media4.fl.yelpcdn.com/bphoto/Js2b6Mr50CUU-f3bS9XGrg/o.jpg,False,"{'address1': 'Santa Monica And Vine St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['Santa Monica And Vine St', 'Los Angeles, CA 90038']}",Chiquis Taco Truck,+13239078108,$,4.5,38,[],https://www.yelp.com/biz/chiquis-taco-truck-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tuscan-son-los-angeles,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 34.05157, 'longitude': -118.43192}",(424) 535-3096,10270.949012451656,mmFT0RqB9PDv8z9TVv9qWA,https://s3-media3.fl.yelpcdn.com/bphoto/W5AG-8L4aPZoak2uL6R0YA/o.jpg,False,"{'address1': '10700 Santa Monica Blvd', 'address2': 'Ste 150', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['10700 Santa Monica Blvd', 'Ste 150', 'Los Angeles, CA 90025']}",Tuscan Son,+14245353096,$$,4.5,212,"['pickup', 'delivery']",https://www.yelp.com/biz/tuscan-son-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
chef-leighs-catering-boutique-los-angeles-2,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'personalchefs', 'title': 'Personal Chefs'}]","{'latitude': 34.1433300934835, 'longitude': -118.337604017969}",(310) 775-5079,9211.050269862832,2mjZRzW3FmpH-XWMUzh9-w,https://s3-media2.fl.yelpcdn.com/bphoto/UDBs8_6kfYcA4ELgvZVaWg/o.jpg,False,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '91505', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 91505']}",Chef Leigh's Catering Boutique,+13107755079,,5.0,17,[],https://www.yelp.com/biz/chef-leighs-catering-boutique-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
seasalt-fish-grill-los-angeles-3,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]","{'latitude': 34.0487526, 'longitude': -118.2591268}",(213) 243-5700,5886.811525323619,6kvWWkoL0dWOEmFh2ui-vQ,https://s3-media4.fl.yelpcdn.com/bphoto/P3Z5vGOENJRt-_hZdldrcA/o.jpg,False,"{'address1': '812 W 7th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['812 W 7th St', 'Los Angeles, CA 90017']}",Seasalt Fish Grill,+12132435700,$$,4.0,737,"['pickup', 'delivery']",https://www.yelp.com/biz/seasalt-fish-grill-los-angeles-3?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
izakaya-mi-young-los-angeles,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]","{'latitude': 34.06068, 'longitude': -118.30621}",(213) 674-7480,1393.6725435038452,1u9ZlJF5txRS1KSQ6r8-RA,https://s3-media3.fl.yelpcdn.com/bphoto/T7dnjXpKmwfOHCa7yruOJA/o.jpg,False,"{'address1': '3680 Wilshire Blvd', 'address2': 'Ste #B03', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3680 Wilshire Blvd', 'Ste #B03', 'Los Angeles, CA 90010']}",Izakaya Mi Young,+12136747480,,4.0,18,[],https://www.yelp.com/biz/izakaya-mi-young-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
dog-haus-biergarten-los-angeles-3,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]","{'latitude': 34.02226, 'longitude': -118.28022}",(213) 748-4287,5766.756885069949,9AzSmxjfl4xT_LZ0lrqVuA,https://s3-media3.fl.yelpcdn.com/bphoto/zNHphf7blWDehxmONl8BqA/o.jpg,False,"{'address1': '3335 S Figueroa St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['3335 S Figueroa St', 'Los Angeles, CA 90007']}",Dog Haus Biergarten,+12137484287,$$,4.5,20,"['pickup', 'delivery']",https://www.yelp.com/biz/dog-haus-biergarten-los-angeles-3?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
el-gallo-grill-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0406422088363, 'longitude': -118.168241418258}",(323) 980-8669,14300.408519303375,RjpNvz_6q2TRUt66t0Kp2Q,https://s3-media1.fl.yelpcdn.com/bphoto/h-MEXsi1K7To4-h1Y-OFIg/o.jpg,False,"{'address1': '4533 Cesar Chavez Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90022', 'country': 'US', 'state': 'CA', 'display_address': ['4533 Cesar Chavez Ave', 'Los Angeles, CA 90022']}",El Gallo Grill,+13239808669,$$,4.0,185,[],https://www.yelp.com/biz/el-gallo-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tacos-escondidos-los-angeles-2,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 33.942271, 'longitude': -118.370808}",(310) 686-5583,14028.168552249761,gDooV2KxyBkJwKZD4vaAFQ,https://s3-media3.fl.yelpcdn.com/bphoto/JTmzBzIExKOGuPYYHfPFZg/o.jpg,False,"{'address1': 'Glasgow Pl', 'address2': 'Ste 104', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['Glasgow Pl', 'Ste 104', 'Los Angeles, CA 90045']}",Tacos escondidos,+13106865583,,4.0,13,[],https://www.yelp.com/biz/tacos-escondidos-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tacos-and-tamales-los-angeles,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'spanish', 'title': 'Spanish'}]","{'latitude': 34.0521354675293, 'longitude': -118.371482849121}",(213) 444-6709,4729.601435118041,yRP8Zscume4n8pBDrTIcKA,https://s3-media2.fl.yelpcdn.com/bphoto/9gL6tyAYB4kuU9IvXpRfYw/o.jpg,False,"{'address1': '6006 Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90035', 'country': 'US', 'state': 'CA', 'display_address': ['6006 Pico Blvd', 'Los Angeles, CA 90035']}",Tacos & Tamales,+12134446709,$,4.5,8,[],https://www.yelp.com/biz/tacos-and-tamales-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
century-grill-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 34.0595626831055, 'longitude': -118.41771697998}",(310) 553-6650,8881.172369630647,1flRAP3MW7wJO9yROzyT6w,https://s3-media2.fl.yelpcdn.com/bphoto/OV5XzNTdDA0XEqCOJuD-_Q/o.jpg,False,"{'address1': '1901 Avenue Of The Stars', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90067', 'country': 'US', 'state': 'CA', 'display_address': ['1901 Avenue Of The Stars', 'Los Angeles, CA 90067']}",Century Grill,+13105536650,$,4.0,16,[],https://www.yelp.com/biz/century-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
kenji-sushi-private-chef-los-angeles,"[{'alias': 'personalchefs', 'title': 'Personal Chefs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.0470991129807, 'longitude': -118.253059722483}",(310) 435-7514,6497.071586239625,L8_pRknVZZnjsj-xn1O_Mg,https://s3-media2.fl.yelpcdn.com/bphoto/QjcI0709yJIETz5Zr86lAQ/o.jpg,False,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90014']}",Kenji Sushi Private Chef,+13104357514,,5.0,13,[],https://www.yelp.com/biz/kenji-sushi-private-chef-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
comida-los-angeles-2,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.052187, 'longitude': -118.243425}",(323) 577-2328,7257.202405783415,0wlOzyGp3_skgNum2xEtXw,https://s3-media2.fl.yelpcdn.com/bphoto/jtnRXxh1I9sVcZziMWxPOg/o.jpg,False,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA']}",Comida,+13235772328,$,5.0,16,[],https://www.yelp.com/biz/comida-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
papa-cristos-los-angeles-2,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 34.0474029033579, 'longitude': -118.299641746033}",(323) 737-2970,2549.3662635371106,H9ZlIqEp930ZRniH6VRp8w,https://s3-media2.fl.yelpcdn.com/bphoto/jq-ORXVPKab0nkciZVEhug/o.jpg,False,"{'address1': '2771 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['2771 W Pico Blvd', 'Los Angeles, CA 90006']}",Papa Cristo's,+13237372970,$$,4.5,1793,"['delivery', 'pickup']",https://www.yelp.com/biz/papa-cristos-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
new-york-city-deli-los-angeles-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 34.04137, 'longitude': -118.2537}",(213) 488-8084,6626.296706508214,MbasbN0IBBfr-Wmcxfh-iw,https://s3-media3.fl.yelpcdn.com/bphoto/Mg-3vs1Q31XOWz-6BvRSnA/o.jpg,False,"{'address1': '843 S Los Angeles St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['843 S Los Angeles St', 'Los Angeles, CA 90014']}",New York City Deli,+12134888084,$,4.5,35,"['pickup', 'delivery']",https://www.yelp.com/biz/new-york-city-deli-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
delishs-los-angeles-2,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.06265, 'longitude': -118.36183}",(323) 932-0483,3743.0446336315636,ziEtBi30Ddou9OGZ5mwsjw,https://s3-media2.fl.yelpcdn.com/bphoto/lK-6_p4raS_8J4YSzVuifQ/o.jpg,False,"{'address1': '6100 Wilshire Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['6100 Wilshire Blvd', 'Los Angeles, CA 90048']}",Delishs,+13239320483,$,4.0,14,['pickup'],https://www.yelp.com/biz/delishs-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
alfalfa-farmers-market-los-angeles-2,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}]","{'latitude': 34.0484, 'longitude': -118.35078}",(323) 433-7711,3080.01009941302,R0BqSKQ1S9esNURKHfyhVQ,https://s3-media4.fl.yelpcdn.com/bphoto/Cz0zpo4JazSh-s5IuKLNbg/o.jpg,False,"{'address1': '5151 W Pico Blvd', 'address2': 'Ste D', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['5151 W Pico Blvd', 'Ste D', 'Los Angeles, CA 90019']}",Alfalfa Farmers Market,+13234337711,,4.0,10,"['pickup', 'delivery']",https://www.yelp.com/biz/alfalfa-farmers-market-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
il-sogno-deli-los-angeles,"[{'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0700969, 'longitude': -118.375224}",(323) 653-2296,5049.092077294635,lQvltXqg7Z58kZ1Mubtb1w,https://s3-media2.fl.yelpcdn.com/bphoto/l48uIMhRzuGrPVooN7FDYQ/o.jpg,False,"{'address1': '444 S San Vicente Blvd', 'address2': 'Ste 105', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['444 S San Vicente Blvd', 'Ste 105', 'Los Angeles, CA 90048']}",IL Sogno Deli,+13236532296,$,4.0,45,"['delivery', 'pickup']",https://www.yelp.com/biz/il-sogno-deli-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
the-griddle-cafe-hollywood,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.097807, 'longitude': -118.362255}",(323) 874-0377,5512.6568590222205,OSYoTFAfq9_wFyDH_qUsTA,https://s3-media2.fl.yelpcdn.com/bphoto/ltbTeMTtJFjpdEriqQGpZw/o.jpg,False,"{'address1': '7916 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7916 W Sunset Blvd', 'Hollywood, CA 90046']}",The Griddle Cafe,+13238740377,$$,4.0,5518,[],https://www.yelp.com/biz/the-griddle-cafe-hollywood?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
lemon-poppy-kitchen-los-angeles,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.1121895, 'longitude': -118.2356667}",(323) 739-0012,9706.441961489327,0z7gwkDXQPbJaEP3QIBf1A,https://s3-media3.fl.yelpcdn.com/bphoto/7gruOF9ffv2xflvNTes1qw/o.jpg,False,"{'address1': '3324 Verdugo Rd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90065', 'country': 'US', 'state': 'CA', 'display_address': ['3324 Verdugo Rd', 'Los Angeles, CA 90065']}",Lemon Poppy Kitchen,+13237390012,$$,4.0,586,[],https://www.yelp.com/biz/lemon-poppy-kitchen-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
sidewalk-food-tours-of-los-angeles-los-angeles,"[{'alias': 'foodtours', 'title': 'Food Tours'}, {'alias': 'teambuilding', 'title': 'Team Building Activities'}]","{'latitude': 34.0486472, 'longitude': -118.2538134}",(877) 568-6877,6370.157305405365,6GucnR2wn7x8FRUNz7n7Yw,https://s3-media1.fl.yelpcdn.com/bphoto/Yo8UzyL9Bu1F0i58FJGs-Q/o.jpg,False,"{'address1': '545 S Olive St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['545 S Olive St', 'Los Angeles, CA 90013']}",Sidewalk Food Tours of Los Angeles,+18775686877,,5.0,77,[],https://www.yelp.com/biz/sidewalk-food-tours-of-los-angeles-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tacos-guadalajara-los-angeles-2,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.03194, 'longitude': -118.35602}",,4594.821983751124,hsUJ4rae4I7HGX--H7nmfQ,https://s3-media2.fl.yelpcdn.com/bphoto/cLXTDV7DvZWGyxOTH8Titg/o.jpg,False,"{'address1': '5212 W Adams Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['5212 W Adams Blvd', 'Los Angeles, CA 90016']}",Tacos Guadalajara,,,4.5,5,[],https://www.yelp.com/biz/tacos-guadalajara-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tacos-4-plevitas-los-ángeles,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 34.100648, 'longitude': -118.3387089}",(213) 471-0904,4627.019729472152,3kiAXsR8d97anrdehdgdhA,https://s3-media3.fl.yelpcdn.com/bphoto/UcApFOuRnvtOP13eR3glqg/o.jpg,False,"{'address1': None, 'address2': None, 'address3': None, 'city': 'Los Ángeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['Los Ángeles, CA 90028']}",Tacos 4 Plevitas,+12134710904,,4.5,12,[],https://www.yelp.com/biz/tacos-4-plevitas-los-%C3%A1ngeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
egg-tuck-los-angeles,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.06449, 'longitude': -118.30871}",(213) 568-3770,1195.8662412103452,X9KlLFQGSgC0A-q-p1Hu6Q,https://s3-media2.fl.yelpcdn.com/bphoto/TP7flj6NOJIS6UFF5nuLcQ/o.jpg,False,"{'address1': '528 S Western Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['528 S Western Ave', 'Los Angeles, CA 90020']}",Egg Tuck,+12135683770,$,4.5,88,"['pickup', 'delivery']",https://www.yelp.com/biz/egg-tuck-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
hae-jang-chon-korean-bbq-restaurant-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.0639032, 'longitude': -118.3061281}",(213) 389-8777,1428.3680512973276,JYGPEUZy4k5ObXGIjcD3DA,https://s3-media2.fl.yelpcdn.com/bphoto/UE_ZY3fBqOaun7z-75Drbw/o.jpg,False,"{'address1': '3821 W 6th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3821 W 6th St', 'Los Angeles, CA 90020']}",Hae Jang Chon Korean BBQ Restaurant,+12133898777,$$,4.0,4491,[],https://www.yelp.com/biz/hae-jang-chon-korean-bbq-restaurant-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
my-yummy-tacos-los-angeles,"[{'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.0474891662598, 'longitude': -118.346939086914}",(323) 705-0846,2244.1898185687837,9CuufC3Xz5oYowPu0ncKgg,https://s3-media2.fl.yelpcdn.com/bphoto/yZimCg4NAc7aiMaAXBb0pg/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90019']}",My Yummy Tacos,+13237050846,,5.0,156,[],https://www.yelp.com/biz/my-yummy-tacos-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
daniels-katsu-and-fries-los-angeles-4,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 34.03343, 'longitude': -118.25216}",(213) 745-8331,7102.313093119977,WCXCSF014dcZhlnsSp9MNQ,https://s3-media3.fl.yelpcdn.com/bphoto/1Ikmyp1Egas9mN6avoPgkA/o.jpg,False,"{'address1': '735 E12th St', 'address2': 'Ste 409', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['735 E12th St', 'Ste 409', 'Los Angeles, CA 90015']}",Daniels Katsu and Fries,+12137458331,$,4.5,12,"['pickup', 'delivery']",https://www.yelp.com/biz/daniels-katsu-and-fries-los-angeles-4?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
